first_name,last_name,age,email,country,postal_code,favorite_color,gender,birthdate,height,interests,intent,Latitude,Longitude
Berkie,Filippi,19,bfilippi5l@posterous.com,Australia,6817,blue,Male,7/20/1986,181.25,reading,fun,-31.9505269,115.8604572
Huntington,Edgeller,55,hedgeller5m@arstechnica.com,Australia,1325,red,Non-binary,1/1/2005,176.03,hiking,marriage,-33.93274,151.188577
Broderic,Hearthfield,33,bhearthfield5n@studiopress.com,Australia,1043,green,Male,11/30/1987,188.99,reading,fun,-33.8688197,151.2092955
Mathew,Frushard,29,mfrushard5o@tuttocitta.it,Australia,1009,green,Male,6/17/1991,195.99,traveling,fun,-37.7236851,144.9633285
Sharyl,Cornborough,69,scornborough5p@digg.com,Australia,9010,red,Female,3/13/2000,145.19,reading,marriage,-27.4697707,153.0251235
Randy,Dowdeswell,83,rdowdeswell5q@google.it,Australia,1043,green,Male,1/2/1996,177.37,hiking,marriage,-33.8688197,151.2092955
Flinn,Feria,32,fferia5r@gmpg.org,Australia,1171,green,Male,7/15/1999,170.28,reading,marriage,-33.863927,151.201887
Celia,Sweett,72,csweett5s@bluehost.com,Australia,1140,red,Female,4/11/1988,188.77,hiking,fun,-27.9424308,153.3970962
Briana,Hanstock,74,bhanstock5t@tiny.cc,Australia,1130,green,Female,10/5/1996,172.7,reading,marriage,-33.8989712,151.2149792
Amabel,Bernakiewicz,18,abernakiewicz5u@bigcartel.com,Australia,1191,green,Agender,12/24/1985,148.48,cooking,marriage,-33.7974423,151.2502275
Sal,Gillison,81,sgillison5v@guardian.co.uk,Australia,1191,blue,Female,11/28/1995,185.24,hiking,fun,-33.7974423,151.2502275
Allard,Mompesson,37,amompesson5w@linkedin.com,Australia,1391,red,Male,11/18/1989,161.97,reading,fun,-33.93274,151.188577
Gail,Phateplace,35,gphateplace5x@msu.edu,Australia,5869,green,Female,5/24/1993,193.18,hiking,marriage,-34.990888,138.574391
Elvina,Senecaut,20,esenecaut5y@macromedia.com,Australia,5869,green,Female,7/16/2003,175.98,traveling,marriage,-34.990888,138.574391
Nathaniel,Jacquemot,49,njacquemot5z@elegantthemes.com,Australia,1161,blue,Male,8/12/1995,165.86,reading,fun,-33.7974423,151.2502275
Ludvig,Forsaith,79,lforsaith60@linkedin.com,Australia,1140,green,Male,3/25/1995,185.06,traveling,marriage,-27.9424308,153.3970962
Jareb,Plumbridge,63,jplumbridge61@army.mil,Australia,1161,green,Male,8/16/2003,149.51,hiking,fun,-33.7974423,151.2502275
Annice,Southall,85,asouthall62@msu.edu,Australia,5874,green,Female,11/3/1993,161.19,hiking,marriage,-34.990888,138.574391
Patsy,Huglin,52,phuglin63@free.fr,Australia,5899,red,Female,7/11/1989,198.89,traveling,fun,-34.990888,138.574391
Jere,Nellis,70,jnellis64@shareasale.com,Australia,9010,blue,Non-binary,1/25/1998,193.08,hiking,marriage,-27.4697707,153.0251235
Lilas,Isakov,25,lisakov65@is.gd,Australia,7808,red,Bigender,11/8/1990,151.02,traveling,marriage,-42.8821377,147.3271949
Ber,Jandera,74,bjandera66@squidoo.com,Australia,1206,blue,Male,4/20/2002,182.76,reading,fun,-37.7071402,144.9611223
Mirelle,Buzza,45,mbuzza67@tinyurl.com,Australia,1109,green,Female,1/11/1999,187.48,hiking,marriage,-37.7204693,144.9629556
Jayme,Hibling,34,jhibling68@cafepress.com,Australia,7808,red,Male,1/15/2001,196.75,hiking,fun,-42.8821377,147.3271949
Christopher,Dyers,46,cdyers69@yandex.ru,Australia,1206,green,Male,4/5/2004,162.58,traveling,fun,-37.7071402,144.9611223
Kiah,Di Giorgio,84,kdigiorgio6a@example.com,Australia,8383,blue,Female,12/22/2003,193.45,reading,marriage,-37.8136276,144.9630576
Tana,Bartol,85,tbartol6b@mediafire.com,Australia,1120,blue,Female,9/5/1998,183.4,traveling,marriage,-37.713929,144.962411
Godfry,Gaiter,57,ggaiter6c@japanpost.jp,Australia,1325,red,Male,6/13/2002,149.73,reading,fun,-33.93274,151.188577
Aloysius,Daleman,37,adaleman6d@chicagotribune.com,Australia,1424,green,Male,6/15/1987,150.71,traveling,marriage,-33.8882671,151.2078465
Hort,Comolli,52,hcomolli6e@godaddy.com,Australia,1171,blue,Male,5/7/1985,176.83,traveling,fun,-33.863927,151.201887
Ugo,Lakenton,85,ulakenton6f@usda.gov,Australia,1171,red,Male,12/9/2001,166.47,cooking,marriage,-33.863927,151.201887
Juan,Bysaker,68,jbysaker6g@msn.com,Australia,5839,blue,Male,8/17/1992,174.52,traveling,fun,-34.9284989,138.6007456
Veronique,Callingham,31,vcallingham6h@csmonitor.com,Australia,5889,blue,Female,10/30/1989,144.93,traveling,fun,-34.990888,138.574391
Belvia,Rowden,62,browden6i@admin.ch,Australia,1130,blue,Female,3/2/1990,146.3,hiking,fun,-33.8989712,151.2149792
Betsy,Runchman,60,brunchman6j@clickbank.net,Australia,1235,red,Female,10/10/2001,196.22,reading,marriage,-33.8688197,151.2092955
Henryetta,Rockhall,45,hrockhall6k@rambler.ru,Australia,1161,blue,Female,7/17/1986,190.77,cooking,fun,-33.7974423,151.2502275
Carmelita,Bannard,34,cbannard6l@furl.net,Australia,8045,blue,Female,5/12/1985,199.53,hiking,fun,-37.8136276,144.9630576
Lemar,Tomisch,29,ltomisch6m@mac.com,Australia,1325,blue,Male,8/30/1997,162.33,reading,marriage,-33.93274,151.188577
Shaughn,Gounard,59,sgounard6n@quantcast.com,Australia,5889,red,Male,6/5/1986,147.11,reading,marriage,-34.990888,138.574391
Reggis,Pashenkov,64,rpashenkov6o@rambler.ru,Australia,1134,blue,Male,6/11/1996,163.8,reading,fun,-33.7974423,151.2502275
Lee,Belcher,82,lbelcher6p@hatena.ne.jp,Australia,1134,green,Male,11/9/1989,173.55,reading,fun,-33.7974423,151.2502275
Berty,Furlong,34,bfurlong6q@toplist.cz,Australia,1134,green,Female,2/4/1992,182.94,reading,fun,-33.7974423,151.2502275
Homerus,Rome,72,hrome6r@army.mil,Australia,1009,red,Male,8/20/1986,178.73,hiking,marriage,-37.7236851,144.9633285
Dorey,Ierland,42,dierland6s@arstechnica.com,Australia,9010,green,Male,2/15/2001,159.18,hiking,marriage,-27.4697707,153.0251235
Levey,Elgy,71,lelgy6t@amazonaws.com,Australia,1325,red,Male,9/1/2002,154.12,hiking,fun,-33.93274,151.188577
Hernando,Conman,62,hconman6u@studiopress.com,Australia,1009,blue,Male,5/9/2005,195.48,cooking,marriage,-37.7236851,144.9633285
Franz,Ranner,36,franner6v@cornell.edu,Australia,5899,blue,Male,4/15/2002,187.72,hiking,fun,-34.990888,138.574391
Bucky,Domoni,31,bdomoni6w@mediafire.com,Australia,7808,green,Male,1/18/1985,159.63,hiking,fun,-42.8821377,147.3271949
Rodolfo,Yakobowitch,85,ryakobowitch6x@ibm.com,Australia,1130,red,Polygender,1/9/1987,148.57,traveling,fun,-33.8989712,151.2149792
Friederike,Hawkeridge,31,fhawkeridge6y@berkeley.edu,Australia,7803,green,Female,9/30/1996,143.94,cooking,fun,-42.8821377,147.3271949
Mario,Cotherill,52,mcotherill6z@arizona.edu,Australia,5889,blue,Male,3/5/1995,151.27,traveling,fun,-34.990888,138.574391
Alaric,Fleg,56,afleg70@shutterfly.com,Australia,5869,red,Male,4/12/1993,187.1,cooking,fun,-34.990888,138.574391
Bernie,Chanders,21,bchanders71@hostgator.com,Australia,7803,green,Female,10/8/1985,199.34,hiking,fun,-42.8821377,147.3271949
Elfrida,Blackleech,31,eblackleech72@epa.gov,Australia,1009,red,Female,8/22/1991,193.07,cooking,fun,-37.7236851,144.9633285
Joann,De Micoli,55,jdemicoli73@omniture.com,Australia,1315,red,Female,12/23/1989,155.3,traveling,marriage,-38.043127,145.297768
Tan,Blakeway,82,tblakeway74@soundcloud.com,Australia,1181,green,Male,6/25/1996,143.68,hiking,marriage,-33.7974423,151.2502275
Toby,Cure,45,tcure75@about.com,Australia,1424,red,Female,7/4/2003,150.39,hiking,marriage,-33.8882671,151.2078465
Launce,Christaeas,66,lchristaeas76@wiley.com,Australia,1196,green,Male,8/28/1988,185.35,traveling,fun,-33.7974423,151.2502275
Lenard,Boerderman,29,lboerderman77@cafepress.com,Australia,8045,red,Male,9/24/1988,179.3,traveling,marriage,-37.8136276,144.9630576
Ario,Mc Trusty,47,amctrusty78@fastcompany.com,Australia,7904,blue,Male,6/23/1986,180.92,hiking,fun,-41.4332215,147.1440875
Minnaminnie,Backen,68,mbacken79@sohu.com,Australia,1391,green,Female,3/2/1991,178.49,reading,marriage,-33.93274,151.188577
Cornie,Amiss,78,camiss7a@kickstarter.com,Australia,6817,red,Male,12/10/1986,143.99,reading,marriage,-31.9505269,115.8604572
Edy,Rohlfs,24,erohlfs7b@bandcamp.com,Australia,1028,green,Female,7/22/1995,191.06,traveling,fun,-34.0349557,151.0998291
Geno,Eshelby,75,geshelby7c@businesswire.com,Australia,1033,blue,Male,8/26/1989,182.2,hiking,marriage,-33.8688197,151.2092955
Meier,Tanswell,60,mtanswell7d@addthis.com,Australia,1120,blue,Male,3/29/2003,189.22,traveling,marriage,-37.713929,144.962411
Kennett,Klimpt,74,kklimpt7e@nih.gov,Australia,6843,blue,Male,3/28/1990,183.22,reading,marriage,-31.9478653,115.8693718
Spense,Greening,78,sgreening7f@behance.net,Australia,5839,red,Male,8/31/1992,185.14,reading,fun,-34.9284989,138.6007456
Loutitia,Eustice,67,leustice7g@ucsd.edu,Australia,5839,green,Female,6/22/1986,192.85,traveling,fun,-34.9284989,138.6007456
Claudio,Glasgow,78,cglasgow7h@sbwire.com,Australia,1130,blue,Agender,10/12/1988,165.7,reading,fun,-33.8989712,151.2149792
Normand,Inott,33,ninott7i@ocn.ne.jp,Australia,1315,green,Male,8/8/1988,162.21,cooking,fun,-38.043127,145.297768
Cally,Eardley,24,ceardley7j@sfgate.com,Australia,1130,red,Female,11/13/1995,172.17,hiking,marriage,-33.8989712,151.2149792
Julee,Creeber,71,jcreeber7k@google.nl,Australia,7904,red,Female,10/4/1997,178.3,traveling,fun,-41.4332215,147.1440875
Emmy,Braywood,28,ebraywood7l@odnoklassniki.ru,Australia,9010,green,Non-binary,8/16/1995,149.18,cooking,marriage,-27.4697707,153.0251235
Pauline,Pail,82,ppail7m@last.fm,Australia,1009,green,Female,2/2/2000,167.83,traveling,marriage,-37.7236851,144.9633285
Leeann,Van Salzberger,33,lvansalzberger7n@mapquest.com,Australia,1009,blue,Female,9/17/1997,164.44,hiking,marriage,-37.7236851,144.9633285
Ermengarde,Dwyr,81,edwyr7o@google.nl,Australia,1161,blue,Female,12/26/2004,158.87,reading,marriage,-33.7974423,151.2502275
Gun,Crush,55,gcrush7p@gov.uk,Australia,1009,green,Male,2/10/1990,197.13,traveling,marriage,-37.7236851,144.9633285
Alexei,Snibson,59,asnibson7q@ask.com,Australia,5839,blue,Male,5/30/2000,179.95,cooking,fun,-34.9284989,138.6007456
Whitby,Bynert,77,wbynert7r@apple.com,Australia,1191,green,Male,11/13/1988,144.09,hiking,fun,-33.7974423,151.2502275
Burr,Jacmard,76,bjacmard7s@fc2.com,Australia,1196,green,Male,5/25/2003,183.05,hiking,fun,-33.7974423,151.2502275
Raynor,Fennelly,76,rfennelly7t@fda.gov,Australia,1130,red,Male,7/23/1990,195.82,reading,fun,-33.8989712,151.2149792
Hobie,Sweetlove,63,hsweetlove7u@imgur.com,Australia,8383,green,Male,3/21/1993,175.39,reading,marriage,-37.8136276,144.9630576
Judah,Leyborne,54,jleyborne7v@posterous.com,Australia,1134,blue,Male,4/18/1986,189.46,cooking,marriage,-33.7974423,151.2502275
Eal,Bream,85,ebream7w@imgur.com,Australia,5839,green,Male,2/3/1985,146.77,reading,marriage,-34.9284989,138.6007456
Skip,Kensington,40,skensington7x@timesonline.co.uk,Australia,1235,red,Non-binary,2/22/1995,178.61,hiking,fun,-33.8688197,151.2092955
Billye,Bugbee,73,bbugbee7y@taobao.com,Australia,1391,green,Female,9/28/2004,151.46,hiking,fun,-33.93274,151.188577
Cleavland,Grahamslaw,63,cgrahamslaw7z@amazon.co.jp,Australia,1694,red,Male,11/13/1995,144.67,cooking,marriage,-34.8352742,138.596204
Sterne,Fonzo,71,sfonzo80@hp.com,Australia,1213,red,Male,7/21/2002,175.03,hiking,marriage,-33.8651294,151.2078882
Gerrie,Wyche,84,gwyche81@mashable.com,Australia,1130,red,Male,6/3/2002,198.69,hiking,fun,-33.8989712,151.2149792
Jerrome,Mackett,82,jmackett82@usnews.com,Australia,1694,blue,Male,2/9/1986,157.86,cooking,fun,-34.8352742,138.596204
Regan,D'Antuoni,50,rdantuoni83@vistaprint.com,Australia,1213,blue,Male,9/7/1999,142.4,reading,marriage,-33.8651294,151.2078882
Maryanna,Joice,65,mjoice84@fema.gov,Australia,1424,green,Female,6/2/1986,183.02,cooking,marriage,-33.8882671,151.2078465
Skip,Komorowski,18,skomorowski85@360.cn,Australia,1424,green,Male,4/28/1989,148.16,traveling,fun,-33.8882671,151.2078465
Dallas,Le feuvre,55,dlefeuvre86@wp.com,Australia,1043,blue,Polygender,6/20/1986,160.7,traveling,fun,-33.8688197,151.2092955
Salvatore,Olivey,65,solivey87@diigo.com,Australia,1191,red,Non-binary,8/14/1986,172.76,reading,fun,-33.7974423,151.2502275
Ewen,Nussen,29,enussen88@sun.com,Australia,8383,green,Male,8/4/1988,165.86,hiking,marriage,-37.8136276,144.9630576
Frayda,O'Hdirscoll,46,fohdirscoll89@loc.gov,Australia,5839,blue,Female,7/24/1987,164.97,hiking,marriage,-34.9284989,138.6007456
Leonidas,Bigley,18,lbigley8a@domainmarket.com,Australia,1043,blue,Male,7/28/1985,178.62,hiking,marriage,-33.8688197,151.2092955
Hermia,Lewry,84,hlewry8b@printfriendly.com,Australia,1196,green,Female,1/27/1985,176.72,hiking,marriage,-33.7974423,151.2502275
Gwyneth,Brame,35,gbrame8c@cnet.com,Australia,1206,red,Female,1/2/2001,173.48,hiking,fun,-37.7071402,144.9611223
Kelley,Edler,70,kedler8d@biblegateway.com,Australia,5869,green,Female,10/12/2000,177.01,hiking,fun,-34.990888,138.574391
Carline,Fantini,83,cfantini8e@parallels.com,Australia,1009,green,Female,1/19/1985,141.29,reading,fun,-37.7236851,144.9633285
Berti,Hilary,77,bhilary8f@naver.com,Australia,1191,blue,Genderqueer,6/16/2005,149.97,hiking,fun,-33.7974423,151.2502275
Matty,Gymblett,19,mgymblett8g@yellowpages.com,Australia,8045,blue,Male,2/17/2003,161.4,reading,fun,-37.8136276,144.9630576
Corine,O' Donohoe,33,codonohoe8h@sciencedirect.com,Australia,1033,red,Female,5/22/1988,196.9,traveling,marriage,-33.8688197,151.2092955
Berry,Stivens,27,bstivens8i@globo.com,Australia,1694,blue,Female,1/1/1985,145.96,reading,fun,-34.8352742,138.596204
Trixie,Epps,85,tepps8j@bravesites.com,Australia,6843,red,Female,12/29/1985,166.75,traveling,marriage,-31.9478653,115.8693718
Paul,Bontoft,62,pbontoft8k@mozilla.com,Australia,5869,red,Bigender,8/29/1997,157.86,cooking,fun,-34.990888,138.574391
Lorens,Lohde,27,llohde8l@ca.gov,Australia,7803,green,Male,8/9/1996,198.15,reading,marriage,-42.8821377,147.3271949
Pincus,Maffeo,61,pmaffeo8m@barnesandnoble.com,Australia,5869,green,Male,7/5/2004,175.87,cooking,marriage,-34.990888,138.574391
Englebert,Meron,18,emeron8n@addthis.com,Australia,1028,blue,Male,11/21/2002,141.32,cooking,fun,-34.0349557,151.0998291
Berton,Stucke,40,bstucke8o@technorati.com,Australia,9010,green,Polygender,6/20/1987,169.86,cooking,fun,-27.4697707,153.0251235
Cull,Memmory,61,cmemmory8p@tripod.com,Australia,6843,blue,Male,5/12/1992,165.25,cooking,marriage,-31.9478653,115.8693718
Christos,Lodge,50,clodge8q@unblog.fr,Australia,1043,red,Male,12/3/1996,145.56,reading,marriage,-33.8688197,151.2092955
Kenn,O'Heffernan,73,koheffernan8r@mac.com,Australia,1315,red,Male,6/21/2004,155.15,hiking,fun,-38.043127,145.297768
Manfred,Grundey,51,mgrundey8s@bing.com,Australia,8383,blue,Male,10/25/1995,197.89,traveling,fun,-37.8136276,144.9630576
Lindsay,Kenworth,32,lkenworth8t@odnoklassniki.ru,Australia,1315,green,Female,6/11/1992,188.73,cooking,marriage,-38.043127,145.297768
Corabella,Chevolleau,67,cchevolleau8u@vinaora.com,Australia,1213,green,Female,2/29/1992,143.8,traveling,fun,-33.8651294,151.2078882
Adan,Squibbes,26,asquibbes8v@shutterfly.com,Australia,8383,green,Male,1/3/2002,151.09,hiking,fun,-37.8136276,144.9630576
Dolph,Foli,38,dfoli8w@taobao.com,Australia,1130,green,Male,8/22/1986,156.9,hiking,fun,-33.8989712,151.2149792
Vonnie,Greig,42,vgreig8x@unesco.org,Australia,8383,green,Female,3/8/1991,146.99,hiking,fun,-37.8136276,144.9630576
Cobb,Dewes,35,cdewes8y@networkadvertising.org,Australia,5899,red,Male,12/16/1991,172.58,reading,marriage,-34.990888,138.574391
Wye,Caswall,68,wcaswall8z@gmpg.org,Australia,1171,blue,Male,2/25/2002,168.55,traveling,fun,-33.863927,151.201887
Jaquenette,Sparrowhawk,20,jsparrowhawk90@jalbum.net,Australia,5839,green,Non-binary,11/19/1992,153.22,hiking,marriage,-34.9284989,138.6007456
Desmond,Tarbett,28,dtarbett91@ihg.com,Australia,1391,blue,Male,2/24/2004,150.79,reading,fun,-33.93274,151.188577
Morgun,Winfrey,64,mwinfrey92@scribd.com,Australia,5869,red,Male,10/27/2000,154.28,reading,marriage,-34.990888,138.574391
Corena,Dowdeswell,51,cdowdeswell93@squarespace.com,Australia,1315,blue,Female,6/15/2004,188.76,cooking,marriage,-38.043127,145.297768
Gaylene,Benedyktowicz,57,gbenedyktowicz94@webeden.co.uk,Australia,1206,green,Female,10/8/2004,178.41,reading,marriage,-37.7071402,144.9611223
Brose,Edwick,61,bedwick95@rediff.com,Australia,1694,green,Male,1/12/1988,195.95,hiking,fun,-34.8352742,138.596204
Lenee,Aucock,78,laucock96@netlog.com,Australia,1043,green,Female,2/29/2004,176.0,hiking,fun,-33.8688197,151.2092955
Osborne,Chard,25,ochard97@techcrunch.com,Australia,1134,red,Male,4/7/1985,176.4,reading,fun,-33.7974423,151.2502275
Britt,MacElharge,68,bmacelharge98@netlog.com,Australia,9010,blue,Male,3/25/2005,153.04,hiking,fun,-27.4697707,153.0251235
Marven,Bruty,26,mbruty99@merriam-webster.com,Australia,1028,green,Male,11/21/2000,183.43,traveling,marriage,-34.0349557,151.0998291
Gilbertine,Farrand,22,gfarrand9a@pbs.org,Australia,5889,green,Female,11/24/2002,149.54,traveling,marriage,-34.990888,138.574391
Eveline,Rudham,21,erudham9b@techcrunch.com,Australia,1235,blue,Female,8/28/1990,190.25,traveling,fun,-33.8688197,151.2092955
Francoise,Huck,67,fhuck9c@spotify.com,Australia,5869,green,Female,4/12/1986,170.06,reading,marriage,-34.990888,138.574391
Zorana,Showers,40,zshowers9d@fda.gov,Australia,8383,green,Female,9/29/1985,195.33,cooking,fun,-37.8136276,144.9630576
Ella,Eschalotte,69,eeschalotte9e@webs.com,Australia,1161,green,Female,11/3/1991,149.41,hiking,fun,-33.7974423,151.2502275
Hinze,Gotcliff,43,hgotcliff9f@cisco.com,Australia,1181,red,Male,7/13/1986,186.42,reading,fun,-33.7974423,151.2502275
Berne,Tudball,81,btudball9g@arstechnica.com,Australia,9010,green,Male,9/29/1999,141.05,traveling,fun,-27.4697707,153.0251235
Park,Shackell,47,pshackell9h@etsy.com,Australia,8383,blue,Male,7/3/2003,149.2,traveling,marriage,-37.8136276,144.9630576
Blithe,Zwicker,42,bzwicker9i@redcross.org,Australia,1028,red,Female,12/12/2003,144.95,traveling,fun,-34.0349557,151.0998291
Renell,Wallbanks,85,rwallbanks9j@meetup.com,Australia,5869,green,Genderfluid,11/15/2003,171.12,hiking,fun,-34.990888,138.574391
Yulma,Orrocks,85,yorrocks9k@cloudflare.com,Australia,5839,green,Male,6/20/1997,189.08,reading,fun,-34.9284989,138.6007456
Charity,Hugin,67,chugin9l@histats.com,Australia,5874,red,Female,8/8/1993,168.06,reading,marriage,-34.990888,138.574391
Christophe,Lanfare,29,clanfare9m@cocolog-nifty.com,Australia,1206,green,Male,4/17/1986,158.63,cooking,fun,-37.7071402,144.9611223
Carlene,Worthy,64,cworthy9n@soundcloud.com,Australia,1134,green,Female,6/22/2002,181.63,cooking,fun,-33.7974423,151.2502275
Clifford,Frankema,55,cfrankema9o@ft.com,Australia,1009,green,Male,3/14/2003,182.24,cooking,fun,-37.7236851,144.9633285
Franz,Dadley,80,fdadley9p@slate.com,Australia,7904,green,Polygender,4/13/1990,147.16,hiking,fun,-41.4332215,147.1440875
Amity,McComiskie,57,amccomiskie9q@gizmodo.com,Australia,1235,green,Female,9/29/2005,191.97,traveling,marriage,-33.8688197,151.2092955
Elisha,Collete,65,ecollete9r@multiply.com,Australia,7916,blue,Non-binary,10/16/2004,181.87,reading,marriage,-41.4332215,147.1440875
Burk,Raunds,72,braunds9s@google.ru,Australia,1033,blue,Male,2/25/2002,180.98,hiking,marriage,-33.8688197,151.2092955
Farrel,Starmont,64,fstarmont9t@canalblog.com,Australia,1694,green,Male,4/13/2002,145.07,traveling,marriage,-34.8352742,138.596204
Hedwig,Longmaid,39,hlongmaid9u@dropbox.com,Australia,1161,blue,Female,12/15/2001,194.8,hiking,fun,-33.7974423,151.2502275
Jacky,Tipton,31,jtipton9v@spotify.com,Australia,1109,blue,Female,1/1/1994,168.76,hiking,marriage,-37.7204693,144.9629556
Mikey,Roke,31,mroke9w@acquirethisname.com,Australia,1120,green,Male,12/1/1989,193.64,reading,fun,-37.713929,144.962411
Ettore,Pitcher,26,epitcher9x@nih.gov,Australia,1191,red,Male,3/13/2002,165.91,reading,marriage,-33.7974423,151.2502275
Viviyan,Seston,84,vseston9y@exblog.jp,Australia,1120,green,Female,9/3/1990,166.0,hiking,marriage,-37.713929,144.962411
Mamie,Kubista,19,mkubista9z@shinystat.com,Australia,1009,blue,Female,3/19/1996,149.06,reading,fun,-37.7236851,144.9633285
Cirstoforo,Pillinger,31,cpillingera0@mozilla.org,Australia,6817,red,Polygender,4/27/1993,141.26,reading,fun,-31.9505269,115.8604572
Dave,Prando,29,dprandoa1@smh.com.au,Australia,1043,red,Male,12/5/2005,164.7,traveling,fun,-33.8688197,151.2092955
Delainey,Clawe,27,dclawea2@blogtalkradio.com,Australia,1206,red,Male,1/21/2003,147.82,cooking,marriage,-37.7071402,144.9611223
Karen,Sherborne,38,ksherbornea3@ycombinator.com,Australia,7916,green,Female,6/13/2002,148.95,traveling,marriage,-41.4332215,147.1440875
Ellerey,Proby,31,eprobya4@scientificamerican.com,Australia,1043,red,Male,4/20/1986,178.26,traveling,fun,-33.8688197,151.2092955
Dora,Gooderridge,28,dgooderridgea5@acquirethisname.com,Australia,1140,green,Female,12/12/2004,182.72,traveling,marriage,-27.9424308,153.3970962
Cindee,Wyne,59,cwynea6@microsoft.com,Australia,7916,blue,Female,6/1/1989,186.04,hiking,fun,-41.4332215,147.1440875
Dexter,Scamp,36,dscampa7@dagondesign.com,Australia,1424,red,Male,6/27/2005,144.81,reading,fun,-33.8882671,151.2078465
Maurizia,Gilgryst,54,mgilgrysta8@networkadvertising.org,Australia,1694,red,Female,8/30/2001,161.87,cooking,fun,-34.8352742,138.596204
Gusti,Abrahamsohn,65,gabrahamsohna9@flickr.com,Australia,1134,green,Female,11/18/2002,194.17,reading,fun,-33.7974423,151.2502275
Gard,Mackelworth,30,gmackelworthaa@webeden.co.uk,Australia,7904,red,Male,1/4/2001,147.63,reading,fun,-41.4332215,147.1440875
Alida,Walker,46,awalkerab@deviantart.com,Australia,1033,red,Female,6/7/1997,150.92,hiking,fun,-33.8688197,151.2092955
Riane,Phetteplace,53,rphetteplaceac@uol.com.br,Australia,7904,red,Female,4/1/1994,150.18,hiking,marriage,-41.4332215,147.1440875
Leena,Dungey,40,ldungeyad@cbsnews.com,Australia,1213,green,Female,5/8/1985,159.18,traveling,marriage,-33.8651294,151.2078882
Nehemiah,Goor,32,ngoorae@google.com.hk,Australia,1213,blue,Male,12/13/1992,176.8,reading,fun,-33.8651294,151.2078882
Essie,Doret,30,edoretaf@github.com,Australia,1694,red,Genderfluid,6/25/1990,189.26,reading,marriage,-34.8352742,138.596204
Saxe,Byforth,58,sbyforthag@un.org,Australia,1424,blue,Male,5/30/1985,142.36,cooking,marriage,-33.8882671,151.2078465
Abbi,Tettley,79,atettleyah@prweb.com,Australia,1325,red,Female,10/30/1986,195.28,reading,marriage,-33.93274,151.188577
Larine,Fenton,21,lfentonai@fema.gov,Australia,1120,blue,Female,6/22/1998,145.69,cooking,fun,-37.713929,144.962411
Luke,McSkeagan,65,lmcskeaganaj@techcrunch.com,Australia,8383,green,Male,3/28/1993,158.41,reading,fun,-37.8136276,144.9630576
Dunstan,Ventum,58,dventumak@accuweather.com,Australia,1033,red,Male,5/9/2000,199.6,reading,fun,-33.8688197,151.2092955
Liane,Agar,28,lagaral@hugedomains.com,Australia,1161,blue,Female,12/23/1994,157.07,traveling,marriage,-33.7974423,151.2502275
Reinold,Lace,61,rlaceam@people.com.cn,Australia,5899,green,Male,9/14/1987,158.83,hiking,marriage,-34.990888,138.574391
Else,Atterley,20,eatterleyan@ca.gov,Australia,9010,red,Female,6/29/2002,184.43,traveling,marriage,-27.4697707,153.0251235
Maybelle,Woollcott,75,mwoollcottao@slashdot.org,Australia,1130,red,Female,7/18/2002,179.62,reading,fun,-33.8989712,151.2149792
Loria,Crutchley,74,lcrutchleyap@mail.ru,Australia,5899,green,Female,3/10/1989,170.48,traveling,fun,-34.990888,138.574391
Renell,Leeves,80,rleevesaq@arizona.edu,Australia,1196,red,Female,1/16/1998,161.32,hiking,fun,-33.7974423,151.2502275
Ramonda,Haygreen,71,rhaygreenar@patch.com,Australia,1235,blue,Female,12/1/1998,175.39,hiking,marriage,-33.8688197,151.2092955
Orville,Duffree,42,oduffreeas@china.com.cn,Australia,7916,blue,Male,11/20/1990,146.34,hiking,marriage,-41.4332215,147.1440875
Bertram,Pattisson,82,bpattissonat@thetimes.co.uk,Australia,1161,green,Genderqueer,1/17/1995,173.61,traveling,marriage,-33.7974423,151.2502275
Betty,Stooke,59,bstookeau@ucla.edu,Australia,1028,red,Female,8/26/1999,178.37,reading,fun,-34.0349557,151.0998291
Leonora,Wraighte,42,lwraighteav@youku.com,Australia,7808,red,Female,1/8/1993,156.06,reading,marriage,-42.8821377,147.3271949
Rodolphe,Keenor,29,rkeenoraw@google.de,Australia,1424,red,Male,3/20/1999,167.37,traveling,fun,-33.8882671,151.2078465
Frederigo,Escot,72,fescotax@1688.com,Australia,6817,green,Male,4/2/1988,177.19,cooking,fun,-31.9505269,115.8604572
Bronnie,Disbrow,65,bdisbroway@deviantart.com,Australia,1424,red,Male,9/14/1999,174.49,reading,fun,-33.8882671,151.2078465
Kennith,Durnall,39,kdurnallaz@sohu.com,Australia,7803,green,Male,8/29/1993,156.58,hiking,marriage,-42.8821377,147.3271949
Riva,O'Doghesty,71,rodoghestyb0@biglobe.ne.jp,Australia,1161,green,Female,8/28/2002,142.21,cooking,marriage,-33.7974423,151.2502275
Cirillo,Bellis,62,cbellisb1@guardian.co.uk,Australia,1134,blue,Male,6/1/1997,163.32,hiking,fun,-33.7974423,151.2502275
Rochette,Smeeth,37,rsmeethb2@cafepress.com,Australia,5874,blue,Female,3/28/1988,184.54,reading,fun,-34.990888,138.574391
Nance,Colvine,50,ncolvineb3@drupal.org,Australia,5869,red,Female,8/16/1985,176.49,hiking,fun,-34.990888,138.574391
Artemus,Perico,47,apericob4@harvard.edu,Australia,6817,red,Male,7/26/2000,157.2,reading,fun,-31.9505269,115.8604572
